ID,Modul,Egység,Fájltípus,Forrásfájl,Sor,Típus,Altípus,Produkciós mód,Státusz,Készültségi akadály,Cím,Mit kell gyártani,Miért (cél),Forrásblokk,Felmondandó / generálandó szöveg (élő forrásból),Forrás-hash,Alt-forrásblokk,Alt-szöveg (élő forrásból),A11y,Eredet,Eredet-megjegyzés,Tech-spec,Derivatívák,Deliverable-ek,Újrahasznosítás célja,Külső forrás,Blokkolók,Produkciós szabályok,Emberi döntés,Megjegyzés,Spec-hash,Régi ID-k
M1.A-POSZ-03,M1,M1.A,peula,02 Tervezet/Modulok/M1/Peulák/M1.A – Önismeret & Johari + megfigyelés vs. címkézés (45’).md,103,poster,,legyártandó,produkciós szabályra vár,,„CÍMKE / ÉRTELMEZÉS” sarok-poszter (🎭),"Nagy, jól látható A4/A3 poszter „🎭 CÍMKE / ÉRTELMEZÉS” felirattal és színház-maszk ikonnal. A terem másik felére/sarkára kerül a mozgásos játékhoz; nagy bold betűk, távolról is olvasható.",A „megfigyelés vs. címke” mozgásos játék másik fizikai pólusának jelölése.,,,,,,"note: Nagy kontrasztos betűtípus, távolról olvasható; alt-szöveg „CÍMKE / ÉRTELMEZÉS / maszk-ikon”, ha digitális verzió is készül.",vegyes,vegyes,"note: A4 vagy A3, magyar felirat, színház-maszk (🎭) ikon, nagy bold betűk; vizuálisan elkülönülő (pl. eltérő szín) az M1.A-POSZ-02-től.",print-pdf,"M1.A-POSZ-03, M1.A-POSZ-03::PRINTPDF",,,R5,"R1, R5",,Párban használandó az M1.A-POSZ-02 „MEGFIGYELÉS” poszterrel.,6534ac6e2a7e6d8c030d4761101de6d21d297b12f03552f92704ada7073934ea,asset: M1.A-POSZ-03
M1.B-DIA-01,M1,M1.B,peula,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,272,diagram,,legyártandó,produkciós szabályra vár,,"Szerepcsere-ábra (A→C, C→B, B→A forgás)","Egyszerű körkörös forgás-diagram a 3 fős trió szerepcseréjéhez: A→C, C→B, B→A, irányított nyilakkal, jelezve, hogy minden kör után egy lépéssel tovább forog mindenki (3 kör alatt mindenki volt A, B és C). Felhasználható táblára rajzolva, vagy kivetíthető/nyomtatható ábraként. A 4 fős eset (2. C a 2. körtől bekapcsolódik) opcionálisan jelölhető.","Vizuálisan érthetővé tenni a szerepforgást, hogy a triók önállóan, gyorsan tudjanak cserélni a képző külön magyarázata nélkül (243. sor: a képző körbejár, nem áll meg minden triónál).",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg KÖTELEZŐ: írja le a forgás irányát (A→C, C→B, B→A) szövegesen. A forrás 201. sora már tartalmaz teljes szöveges magyarázatot, ami alt-ekvivalensként közvetlenül felhasználható.",AI-generált,AI-generált,"note: Egyszerű vektoros körkörös diagram, 3 csomópont (A, B, C) + irányított nyilak; magyar feliratok; kivetíthető és nyomtatható arány (16:9 vagy A4).",alt-text,"M1.B-DIA-01, M1.B-DIA-01::ALTTEXT",,,R5,"R1, R5",,A forrásban ASCII-ábraként szerepel (194-199); végleges asszetként tiszta vektoros diagrammá kell alakítani. A 4 fős eset megjegyzése a 201. sorban.,4bd02942748aceb8616b4ac881905e8d7ed0ac1c3bfa126b30f140f67ea79dd7,asset: M1.B-DIA-01
M1.B-KART-01,M1,M1.B,peula,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,31,card-set,,legyártandó,produkciós szabályra vár,,Helyzetkártya-szett (SBI szerepjáték),"Nyomtatható kártyaszett, kártyánként 1 tipikus madrich-helyzettel a szerepjátékhoz. A forrásban megadott 5 szituáció szövegszerűen: (1) peulán fél órát késő, hangosan röhögve érkező valaki; (2) beszélgetőkörben mindenkit kinevető chanich; (3) madrich-megbeszélésen végig telefonozó; (4) játék alatt magának kedvezően folyton szabályt módosító; (5) előkészítő megbeszélésre üres kézzel érkező, akinek a feladata lett volna a játék kitalálása. Bővíthető extra kártyákkal. Triónként 2-3 kártya kerül kiosztásra.","Biztonságos, fiktív gyakorlóhelyzet biztosítása az SBI-mondat megfogalmazásához, hogy a résztvevők ne valós konfliktust kelljen behozniuk (lásd a 212-213. és 254-257. safety-instrukciókat).",,,,,,"note: Print, élő használat; alt-szöveg nem szükséges. Szöveg legyen nagy, jól olvasható.",emberi,emberi-felvétel,"note: A6/kártyaméret, egyoldalas elég; magyar nyelv; felső létszámra (20 fő) 6-7 szett előkészítendő (lásd 190. sor: 6-7 csoport).",print-pdf,"M1.B-KART-01, M1.B-KART-01::PRINTPDF",,,R5,R5,,Forrása az M1.4 online lecke szituációi + extra (32. sor). Összekapcsolódik a C megfigyelő trió-checklistjével (M1.B-MUNK-01). A 210-211. sor szerint a kártyák egy része a H5P-ből (M1.4) már ismerős lehet.,94bc9671a8f6ea9f0fa5f9ed166a21d1cdb2afad029c9c1670305226d51ad84d,asset: M1.B-KART-01
M1.B-KART-02,M1,M1.B,peula,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,65,card-set,,legyártandó,produkciós szabályra vár,,Smiley-kártyák (😃 / 😐 / 😬),"Három nagyméretű, felmutatható kártya kartonon: 😃 „jó volt”, 😐 „oké / semleges”, 😬 „rossz / kínos”. A képző a ráhangoló blokkban (4.1.1.) felmutatja, referencia a smiley-s vs. SBI-visszajelzés kontraszthoz. Rajzolt vagy nyomtatott kivitel egyaránt megengedett (44. sor: „akár rajzolva”).","A smiley-s (felszínes) visszajelzés élményének gyors, vizuális felidézése a ráhangolódáshoz (83., 109-113. sor), az SBI-vel való szembeállításhoz; emellett a 4.1.2. mozgásos mini-kvíznél is segédeszközként szolgálhat a sarok-jelölésekhez (117. sor).",,,,,,"note: Print, élő felmutatás; a felirat („jó volt”/„oké”/„kínos”) a vizuális mellett szövegesen is olvasható, ez biztosítja az emoji jelentését.",emberi,emberi-felvétel,"note: Nagy formátum (A4/karton), 3 db; rajzolt vagy nyomtatott emoji + felirat; magyar nyelv.",print-pdf,"M1.B-KART-02, M1.B-KART-02::PRINTPDF",,,R5,R5,,"Ugyanez a 3 smiley használható a 4.1.2. mozgásos mini-kvíz A/B/igaz-hamis sarkainál is (117. sor). 3 emoji, szemben az 5-elemű checklist-skálával (M1.B-MUNK-01).",80a6c67b828a068fa46244305da82c06644af781978bfba77e5103d78235a877,asset: M1.B-KART-02
M1.B-MUNK-01,M1,M1.B,peula,02 Tervezet/Modulok/M1/Peulák/M1.B – SBI-lab – Smiley-tól a használható visszajelzésig (45’).md,99,worksheet,,legyártandó,produkciós szabályra vár,,Trió-checklist lap a megfigyelőnek (C),"Egyoldalas megfigyelő-munkalap a C szerepnek a forrás 39-43. sorai szerint: Volt-e S? (igen/nem), Volt-e B? (igen/nem), Volt-e I? (igen/nem), Volt-e címke? (igen/nem + példa beírható), és „B hogyan érezte magát?” bekarikázható 5-fokú smiley-skálával (😃 / 🙂 / 😐 / 😬 / 😡). Mivel a megfigyelő 3 kört (4 fős triónál többet) figyel, több kör jelölésére alkalmas elrendezés ideális.","A megfigyelő strukturáltan tudja követni az S/B/I meglétét és a becsúszó címkézést (177., 229-232. sor); objektív tükör az A visszajelzéséhez a mini-reflexióban (236. sor).",,,,,,"note: Print, kézzel kitölthető; alt-szöveg nem szükséges. A karikázható mezők legyenek elég nagyok.",emberi,emberi-felvétel,"note: A4/A5, magyar nyelv; minden triónak 1-1 példány. Felső létszámon (20 fő, 6-7 trió) 6-7 db; 4 fős triónál 2 megfigyelő → 2 db.",print-pdf,"M1.B-MUNK-01, M1.B-MUNK-01::PRINTPDF",,,R5,R5,,"A B-érzés skálája 5 emojit tartalmaz (😃/🙂/😐/😬/😡, 43. és 232. sor); ez NEM azonos a 3-elemű felmutatható Smiley-kártyaszettel (M1.B-KART-02, 3 emoji).",91b8d70916df7176ba813dd7a51c52e65b1744692859ba0e9896f448cc98a135,asset: M1.B-MUNK-01
M1.F-MUNK-01,M1,M1.F,peula,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",185,worksheet,,legyártandó,produkciós szabályra vár,,Offline B-terv – 1 oldalas M1.1–M1.4 összefoglaló kártya,"Egyoldalas, kinyomtatható összefoglaló az M1 négy leckéjének kulcstartalmáról: (1) Johari-ablak 4 mezője (nyitott, rejtett, vakfolt, ismeretlen); (2) „megfigyelés ≠ címke” konkrét példapár (kamera-mondat vs. ítélet/címke-mondat); (3) S–B–I három lépése egy kész mondatpéldával. Párban átbeszélhető, technika-mentes tartalom („ki min akadt el, mit jelent neki a vakfolt / a megfigyelés / az SBI”).","A peula gerincét adó 20 perces csendes pótolás (Blokk 2) techfüggetlen tartalék-aktivitása; ha a wifi/Moodle-belépés az egész csoportnál leáll, ezt osztja ki a képző, és a csoport párban dolgozik vele – így a fő blokk 0 működő eszközzel sem omlik össze.",,,,,,"note: Tiszta, nagy kontrasztú tipográfia; a 3 fogalmi blokk vizuálisan elkülönítve. Maga print-szöveges anyag, külön alt-szöveg nem szükséges; a Johari 4 mezőjének ábráját szöveges felsorolás is kísérje, hogy ne csak vizuális mátrixként legyen olvasható.",AI-generált,AI-generált,"note: 1 db A4, 1 oldal, álló, fekete-fehér nyomtatható, magyar nyelvű; nyomtatott példányban előre behozva (offline B-terv eszköze).",print-pdf,"M1.F-MUNK-01, M1.F-MUNK-01::PRINTPDF",,,R5,"R1, R5",,"Az „Offline B-terv eszköze” (sor 44) és a Blokk 2 contingencia-leírás (sor 146) ugyanazt az 1-oldalas összefoglalót írja le – egyetlen asset, nincs duplikálva. A sor 44 a S–B–I lépéseit említi, a sor 146 hozzáteszi „egy mondatpéldával” – a contentSpec a bővebb (146) változatot követi. Sor 147 explicit kimondja, hogy a 3 mini-magyarázat „szövege és táblaábrája itt készen áll” – ennek print-megfelelője ez az összefoglaló, így a Blokk 3 táblaábrák (kamera↔kommentár skála, SBI-betűk) nem külön gyártandó assetek, hanem helyszínen filccel rajzolt facilitációs elemek. Tartalmi forrása: M1.1, M1.2, M1.3 leckék. Provenance javítva emberi-felvétel→AI-generált: ez gyártandó tartalmi sablon, nem felvétel.",3b983438aad7b7c04983a6c573e257b67116a8b698e7dd0314357692233939fb,asset: M1.F-MUNK-01
M1.F-MUNK-02,M1,M1.F,peula,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",221,worksheet,,legyártandó,produkciós szabályra vár,,Jegyzetlap – „1 mondat + 1 kérdés”,"Egyszerű, fejenként 1 példányban kiosztott jegyzetlap két előre nyomtatott, kitöltendő mezővel: (1) „1 mondat arról, mi volt a legfontosabb, amit most tanultam / újraértettem:”; (2) „1 kérdés, ami bennem maradt / nem világos:”. A Blokk 3 Q&A (25–40’) anonim/félig anonim kérdésgyűjtésének inputja.","Reflexió rögzítése (Blokk 2 vége) + a képző számára anonim kérdés-input, hogy a Q&A 10 percét a legtöbb kérdést kapó kulcsfogalomra fordíthassa (sor 181, 185-190).",,,,,,"note: Elegendő üres írásfelület mindkét mezőhöz; mezőcímkék jól olvashatóak, magas kontraszt. Print-szöveges anyag, külön alt-szöveg nem szükséges.",AI-generált,AI-generált,"note: 1 db / résztvevő (6–20 fő), A5 vagy fél A4, 2 kitöltőmezős sablon, fekete-fehér nyomtatható, magyar nyelvű.",print-pdf,"M1.F-MUNK-02, M1.F-MUNK-02::PRINTPDF",,,R5,"R1, R5",,"Provenance javítva emberi-felvétel→AI-generált: gyártandó sablon. Location bővítve a Blokk 3 felhasználási hellyel (sor 185-196), hogy a kérdésgyűjtéses hasznosítás is látsszon. lineRef pótolva a Blokk 2 lépés 3 (sor 161) és a Blokk 3 kérdésgyűjtés (sor 185) horgonyokkal, hogy a lineRef lefedje a teljes deklarált location-t (korábban csak az 52-54 előkészítés-sor szerepelt).",24032bcb2649472c34cfa5f300bc234ac80d480093f16b2d1836c85ffa347cc8,asset: M1.F-MUNK-02
M1.F-MUNK-03,M1,M1.F,peula,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",3,worksheet,,legyártandó,produkciós szabályra vár,,Képzői checklist – „Peula előtt / közben / után” (1 A4),"Egyoldalas, kinyomtatható képzői ellenőrzőlista 6 csoportosított ponttal: (1) Meta tiszta? (felzárkóztató, nem büntetés; cél: M1.1–M1.4 állapotfelmérés + haladás + kulcsfogalmak); (2) Eszközök rendben? (wifi, Moodle/H5P belépés, eszköz + füles, tartalék, matrica/post-it, tábla, filcek, jegyzetlapok); (3) Tér működik? (csendes online sarok, nagykör, nyugis sarok); (4) Safety keret a fejemben?; (5) Időkeret realisztikus? (20’ csendes pótolás szent idő; csúszásnál Q&A-ből venni vissza); (6) Híd kimondása? (normál M1 peulák A/B felé). Pipálható checkbox-okkal.","A képző peula előtti/közbeni/utáni gyors önellenőrzése; biztosítja az eszköz-, tér-, safety- és időkeret-feltételek teljesülését, és hogy a záró híd ne maradjon el.",,,,,,"note: Magas kontrasztú, jól olvasható tipográfia; egyértelmű blokk-fejlécek és checkbox-ok. Print-szöveges anyag, külön alt-szöveg nem szükséges.",AI-generált,AI-generált,"note: 1 db A4, 1 oldal, álló, fekete-fehér nyomtatható, magyar nyelvű; 6 fejléces blokk, pipálható jelölőnégyzetekkel; csak a képző számára.",print-pdf,"M1.F-MUNK-03, M1.F-MUNK-03::PRINTPDF",,,R5,"R1, R5",,"ÚJ asset – a korábbi listából kimaradt. A forrás explicit „(1 A4)” címmel egyoldalas nyomtatható artefaktumként kezeli (sor 247). Képzői (nem résztvevői) anyag, ezért nem fejenkénti példányszám.",312bdb803766620f98d769a6d3a82752d334615f755b179f3fd67bce64892803,asset: M1.F-MUNK-03
M1.F-POSZ-01,M1,M1.F,peula,"02 Tervezet/Modulok/M1/Peulák/M1.F – Felzárkóztató peula – Johari, megfigyelés és SBI egyben (45’).md",124,poster,,legyártandó,produkciós szabályra vár,,Flipchart-sablon – „Melyik leckénél tartasz?” 5 soros állapot-tábla,"Flipchart-/tábla-sablon 5 vízszintes sorral matrica-ragasztáshoz: L1 – Johari (M1.1), L2 – Megfigyelés ≠ címke (M1.2), L3 – SBI-alap (M1.3), L4 – Miniszituációk, SBI-gyakorlás (M1.4), és egy kiemelt 5. sor: „Kész az M1 (mind a 4 leckét megcsináltam)”. A check-in vizuális állapotfelmérés hordozója; a résztvevők ide ragasztanak post-itet/matricát.","Szégyenítés nélküli, gyors vizuális kép arról, ki hol tart az M1.1–M1.4-ben (sor 97); a peula belépő-rituáléja (Blokk 1) és a képző prioritás-döntésének alapja.",,,,,,"note: Nagy betűs, jól olvasható sorcímkék; a sorok sorrendje fentről lefelé logikus. A „nem ragasztok matricát” opció (sor 121) is szerepeljen a használati instrukcióban, hogy ne legyen kötelező a látható önbesorolás. Print/tábla-anyag, külön alt-szöveg nem szükséges.",vegyes,vegyes,"note: 1 db flipchart-ív vagy táblavázlat-sablon; 5 címkézett sor, ragasztható post-it/matrica-felülettel; helyszínen filccel megrajzolható vagy előnyomtatott A1/flipchart sablon; magyar nyelvű.",print-pdf,"M1.F-POSZ-01, M1.F-POSZ-01::PRINTPDF",,,R5,"R1, R5",,"Provenance emberi-felvétel→vegyes: lehet előnyomtatott sablon vagy helyszínen filccel megrajzolt tábla (sor 55: „Filcek a táblához”). A check-in instrukció szövege sor 105-116. A korábbi listában külön assetként szereplő matrica/post-it (M1.F-EGY-01) álpozitív (stock beszerzési tétel, sor 51, nem gyártandó), törölve – a hozzá tartozó funkció itt, ennél az assetnél van leírva.",889eeae075e24f1ce9c958cedea22d28f6e9cd6dfa0b6a5aaa99d554cbffa66e,asset: M1.F-POSZ-01
M2-HUB-DIA-01,M2,M2-HUB,hub,"02 Tervezet/Modulok/M2/M2 – Ki vagyok madrichként – Identitás, Somer-értékek és dugma ishit.md",123,diagram,,legyártandó,produkciós szabályra vár,,M2 modul fogalom-térkép (identitás–értékek–pillérek–határok & személyes példamutatás),"Egyszerű, áttekintő fogalom-térkép a teljes M2 modulról, amely vizuálisan összeköti a négy fogalmi blokkot: identitás-körök (Én–család–zsidóság–Somer–egyéb közegek) → személyes értékek (3 érték + 1 kiemelt someres érték) → Somer 3 pillére (cionizmus, szocializmus, humanista zsidóság) → határok & személyes példamutatás (dugma ishit). Mutassa, hogyan futnak ezek össze az 1 oldalas madrich identitás-jegyzetben. Modul-szintű áttekintő ábra, NEM lecke-szintű részlettartalom.","A lemaradóknak (M2.F Study Lab) egyetlen képben átláthatóvá teszi az M2 modul teljes fogalmi keretét, hogy senki ne maradjon ki az identitás/érték/pillér/határ logikából, mielőtt továbblép a programban (vö. 133. sor).",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg kötelező (a négy fogalmi blokk és kapcsolataik szöveges leírása); a fogalmak nyomtatható/lineáris szöveges listája is biztosítandó a képernyőolvasót használóknak.",AI-generált,AI-generált,"note: Statikus vagy enyhén animált vektoros diagram, magyar feliratokkal; 16:9 (Moodle/H5P beágyazás) és A4 álló (print-barát) változatban; H5P/Moodle-ba beágyazható PNG/SVG.",alt-text,"M2-HUB-DIA-01, M2-HUB-DIA-01::ALTTEXT",,,R5,"R1, R5",,"Hub-szintű, elsősorban az M2.F (Study Lab) vizuálja. A részletes tartalmat a gyermek-leckék (M2.1–M2.4) adják; ez csak az áttekintő ábra. A §6 Kapuk szakaszban NINCS fogalom-térkép említve – az eredeti listában a §6-os horgony téves volt, javítva. Megerősítve (2. kör): a §6-ban szereplő „identitás-térkép” (25/61/151. sor) a tanuló saját, feltöltött produktuma (M2.1 Assignment), NEM gyártandó asset; a self-check / 4 soros rubrika / 1 oldalas jegyzet-sablon a kanonikus „M2 – KAPU – értékelő” fájlban él (140/206. sor), így az nem ennek a hubnak az assete – nincs duplikáció.",9c9674e861a86b9c716e6bac57128e2b18c2798babb1aa1e4d78a52bfaa47cf3,asset: M2-HUB-DIA-01
M2.1-DIA-01,M2,M2.1,online-lecke,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,160,diagram,,legyártandó,produkciós szabályra vár,,Identitás-körök koncentrikus diagram (animált),"Koncentrikus körök ábra, kis animációval (a feliratok sorban felvillannak). Közép: ÉN. Kifelé: 1) Család / közeli kapcsolatok, 2) Zsidóság / zsidó közösség, 3) Somer / tnuá / kvuca, 4) Más köreim (iskola, barátok, online, aktivizmus).","Az „identitás-körök” fogalom egyszerű, vizuális bevezetése.",,,,M2.1-DIA-01-ALT#1,"Koncentrikus körök diagram. Középen: ÉN. Kifelé haladva a körök: 1) Család / közeli kapcsolatok, 2) Zsidóság / zsidó közösség, 3) Somer / tnuá / kvuca, 4) Más köreim (iskola, barátok, online, aktivizmus). Az ábra azt mutatja, hogy az identitás több, egymást körülvevő körből épül fel.","visual: informative; note: Alt-szöveg kötelező (külön asset, M2.1-DIA-01::ALTTEXT, WCAG 1.1.1); a körök feliratai NEM csak képbe égetve — a bullet-szöveg adja a szöveges ekvivalenst.",AI-generált,AI-generált,"note: Animált ábra/diagram, slide-ba ágyazva, magyar feliratok a köröknél, mobil-first/reszponzív megjelenítés.",alt-text,"M2.1-DIA-01, M2.1-DIA-01::ALTTEXT",,,R5,"R1, R5",,Összetartozik: M2.1-DIA-01::ALTTEXT alt-szöveg és M2.1-NAR-02 narráció.,5208fdc39a0ab2bb06d1fe7fe1aaa2c30fa09ef62f623c17a3f724b1e7984e6b,asset: M2.1-DIA-01 | alt-text: M2.1-ALT-01
M2.1-IKO-01,M2,M2.1,online-lecke,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,536,icon-set,,legyártandó,produkciós szabályra vár,,Outro ikon – kvuca-kör + next nyíl,"Kis ikon(ok) az outro slide-ra: kvuca-kör motívum és egy „next” nyíl, ami az M2.2 felé mutató hidat jelzi.",Vizuális lezárás és a következő leckére mutató híd jelzése.,,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Dekoratív/kiegészítő ikon — alt="""" (rejtett), mert a tartalmi jelentést a slide szövege adja; ha mégis tartalmi, rövid alt-szöveg.",AI-generált,AI-generált,"note: Vektoros ikon, someres stílus, slide-ba illesztve.",alt-text,"M2.1-IKO-01, M2.1-IKO-01::ALTTEXT",,,R5,"R1, R5",,"Kíséri a M2.1-NAR-04 outro narrációt. A forrásban „pl.” = példa, a konkrét ikon szabadon választható.",816560a93bcbb847a830a870bef8be6bb98ea73c31f5242105b737e05d11d3c2,asset: M2.1-IKO-01
M2.1-ILL-01,M2,M2.1,online-lecke,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,289,illustration,,legyártandó,produkciós szabályra vár,,Három jelenet – helyzetek illusztráció (SLIDE 3),"Három kis jelenet egy dián, rajz/piktogram stílusban: A) peulán egy chanichot kinevetnek, mert elrontja az olvasást; B) feszült Izrael-vita két chanich között; C) valaki kirekesztő/bántó megjegyzést tesz egy csoportra.","Konkrét szituációkkal megmutatni, hogy különböző identitás-körök erősödnek fel.",,,,,,"visual: informative; alt_note: a lecke előírja az alt-szöveget, de a végleges szöveget a legyártott vizuál alapján kell megírni; note: Alt-szöveg kötelező a 3 jelenethez (M2.1-ILL-01::ALTTEXT, WCAG 1.1.1).",AI-generált,AI-generált,"note: Egy slide-on 3 jelenet, egységes rajz/piktogram stílus, magyar nyelvi környezet, reszponzív/mobil-first.",alt-text,"M2.1-ILL-01, M2.1-ILL-01::ALTTEXT",,,R5,"R1, R5",,Kíséri a M2.1-NAR-03 narráció.,9ed58d1b3ca4dc23f4fcf82cabc2a4e63234bc61f523ee98761f094094908444,asset: M2.1-ILL-01 | alt-text: M2.1-ALT-02
M2.1-NAR-02,M2,M2.1,online-lecke,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,200,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – identitás-körök bevezetés (SLIDE 2),"Narráció a koncentrikus körök magyarázatához: ÉN középen, család, a zsidósághoz fűződő viszony (sokféle legitim út: születési, betért, vegyes, kulturális, szekuláris, kérdező), Somer/kvuca, más körök; ezek mind benne vannak a reakcióidban; ebből rakják össze a chanichok, milyen madrich vagy.",A diagram tartalmának hangos magyarázata.,M2.1-NAR-02-VO,"„A középpontban te vagy, mint ‘ÉN’.
Körülötted ott a családod és a hozzád közel álló emberek.
Aztán a zsidósághoz, a zsidó közösséghez fűződő viszonyod – ez nálad annyira a sajátod, amennyire csak akarod: lehet születési, betért, vegyes családból hozott, kulturális, szekuláris vagy épp kérdező.
Kijjebb a Somer és a kvucáid.
És még kijjebb más köreid: suli, barátok, online terek, aktivizmus.

Amikor kvucával vagy, ezek a köreid **mind benne vannak** abban, ahogyan reagálsz,
ahogyan vezetsz, ahogyan jelen vagy.
A chanichok ebből rakják össze, hogy **milyen ember és milyen madrich vagy**,
és milyen értékeket képviselsz a saját személyes példáddal.”",182780a740b22f77278768a3b0ea6d24088847e455d0f86e4b84e5914e6cf2ac,,,"note: Felirat + leirat kötelező (M2.1-NAR-02::CAPTIONS, M2.1-NAR-02::TRANSCRIPT).",AI-generált,AI-generált,"note: kb. 40–60 mp, magyar, tegező.","captions, transcript","M2.1-NAR-02, M2.1-NAR-02::CAPTIONS, M2.1-NAR-02::TRANSCRIPT",,,R3,"R1, R3",,Kíséri a M2.1-DIA-01 animációt.,a55f964f961c7bda980920bf738048648b1e0e188cf7f8ec75f87925ee5b4ba2,asset: M2.1-NAR-02 | captions: M2.1-FEL-02 | transcript: M2.1-LEI-02
M2.1-NAR-03,M2,M2.1,online-lecke,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,329,voiceover,narration,legyártandó,produkciós szabályra vár,,Narráció – helyzetek és körök (SLIDE 3),"Narráció a három jelenethez: kinevetés-élmény felidézése, Izrael-vitánál egyszerre megszólaló identitások (zsidó identitás, Somer, saját vélemény), kirekesztésnél someres/közösségi emlékek; a körök együtt hatnak a reakcióra, a chanichok ebből látják a példamutatást.","A jelenetek értelmezése, a körök felerősödésének magyarázata.",M2.1-NAR-03-VO,"„Ha egy chanichot kinevetnek, lehet, hogy eszedbe jut, milyen volt,
amikor téged csúfoltak – vagy amikor valaki kiállt melletted.

Egy Izrael-vitánál egyszerre szólalhat meg benned a zsidó identitásod,
a Somer, és a saját véleményed.

Ha kirekesztő vagy bántó mondatot hallasz, előjöhetnek someres élményeid,
vagy más közösségeid emlékei, ahol fontos volt az egyenlőség és a tisztelet.

Ezek a köreid együtt hatnak arra, hogyan reagálsz madrichként.
A chanichok ebből látják, milyen példát mutatsz nekik arra,
hogyan lehet emberekhez, konfliktusokhoz, vitákhoz hozzáállni.”",ea47fa7c8e1b8dbc1ee984368dffe34a63e699a88bfa45b3e8f9430e39b3bbc9,,,"note: Felirat + leirat kötelező (M2.1-NAR-03::CAPTIONS, M2.1-NAR-03::TRANSCRIPT).",AI-generált,AI-generált,"note: kb. 40–60 mp, magyar, tegező.","captions, transcript","M2.1-NAR-03, M2.1-NAR-03::CAPTIONS, M2.1-NAR-03::TRANSCRIPT",,,R3,"R1, R3",,Kíséri a M2.1-ILL-01 illusztrációt.,266b17f191aff27a29d8b7db198b46acfa9f5c8b786c221b78d3efb03265af45,asset: M2.1-NAR-03 | captions: M2.1-FEL-03 | transcript: M2.1-LEI-03
M2.1-NAR-04,M2,M2.1,online-lecke,02 Tervezet/Modulok/M2/Online leckék/M2.1 – Ki vagyok én madrichként – identitás-körök.md,573,voiceover,narration,legyártandó,produkciós szabályra vár,,Outro narráció – lezárás + híd M2.2-re,"Záró narráció: gratuláció az identitás-körök megrajzolásához, összefoglalás (több közeg hat rád madrichként), tudatos példamutatás, átvezetés az M2.2 – Értékeim mint iránytű (vezető értékek) leckéhez.",Összefoglalás és a következő lecke felé vezetés.,M2.1-NAR-04-VO,"„Köszi, hogy végigmentél ezen a leckén, és megrajzoltad a saját identitás-köreidet.
Most már jobban látod, milyen közegek hatnak rád madrichként,
és el tudsz kezdeni azon gondolkodni, mit szeretnél ebből tudatosan megmutatni a kvucádnak.

A következő lépés az lesz, hogy ránézünk a **vezető értékeidre**,
és arra, hogyan tudnak ezek iránytűként működni a peulákban.”",9e6c8f2a5b786c2a75881314fb4c34828e2e95b927b29f2531a7992b55ab6ba2,,,"note: Felirat + leirat kötelező (M2.1-NAR-04::CAPTIONS, M2.1-NAR-04::TRANSCRIPT).",AI-generált,AI-generált,"note: kb. 20–30 mp, magyar, tegező.","captions, transcript","M2.1-NAR-04, M2.1-NAR-04::CAPTIONS, M2.1-NAR-04::TRANSCRIPT",,,R3,"R1, R3",,Kíséri a M2.1-IKO-01 ikont.,4c8df396b075deb5065215be5f32b0f9eccd7a72018b1c5aebc61fc12f018a9f,asset: M2.1-NAR-04 | captions: M2.1-FEL-04 | transcript: M2.1-LEI-04
